Title,City,Latitude,Longitude,Date,Severity,Type of threat,Attendees,Reported via,Reported incidents,Estimated cost,Confirmed %,Turnout rate,Priority,Police informed?,Notes
Leafleting in Leeds #1825,Leeds,53.82178,-1.58210,2017-11-23,Low,Leafleting,1-10,Anonymous tip,58,12096,53.4,0.712,2,,Linked to a wider pattern of activity across the region according to partner organisations
Vandalism in Oxford #1826,Oxford,51.79079,-1.28686,2025-05-23,Critical,Vandalism,500-1000,Partner organisation,118,17893,43.0,0.357,4,,Linked to a wider pattern of activity across the region according to partner organisations
Banner drop in Oxford #1827,Oxford,51.76301,-1.25127,2006-08-16,,Banner drop,100-500,Anonymous tip,193,1759,50.9,0.439,4,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Vandalism in Bristol #1828,Bristol,51.49128,-2.56129,2004-09-22,Low,Vandalism,500-1000,Local branch,158,8837,74.4,0.098,5,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Stickering in Edinburgh #1829,Edinburgh,56.04511,-3.21203,2015-05-19,Critical,Stickering,100-500,Partner organisation,119,12884,8.4,0.576,4,Yes,
Assault in Glasgow #1830,Glasgow,55.88183,-4.17436,2001-03-17,Low,Assault,50-100,Anonymous tip,102,18221,26.9,0.905,1,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
Harassment in Cambridge #1831,Cambridge,52.14638,0.16798,2019-06-26,Critical,Harassment,10-50,Anonymous tip,73,9642,89.6,0.200,1,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Harassment in Sheffield #1832,Sheffield,53.47095,-1.52129,2010-12-01,Moderate,Harassment,500-1000,Social media,70,12372,75.6,0.272,3,No,Details unverified — cross-check with the regional organiser before publishing anywhere
Assault in Oxford #1833,Oxford,51.76197,-1.24461,2013-08-12,,Assault,10-50,Partner organisation,79,15674,80.1,0.006,4,Yes,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Demonstration in Birmingham #1834,Birmingham,52.46820,-1.80437,2000-01-16,High,Demonstration,1-10,Press report,136,12533,63.7,0.225,4,Yes,
Stickering in Leicester #1835,Leicester,52.69636,-1.15441,2002-10-05,Moderate,Stickering,500-1000,Social media,33,5809,32.0,0.952,5,No,Linked to a wider pattern of activity across the region according to partner organisations
Banner drop in Leicester #1836,Leicester,52.53560,-1.22248,2000-08-19,High,Banner drop,1-10,Press report,83,19063,70.4,0.465,3,No,Linked to a wider pattern of activity across the region according to partner organisations
Harassment in Bradford #1837,Bradford,53.80267,-1.69550,2024-08-26,Moderate,Harassment,1-10,Press report,90,10591,90.4,0.840,5,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Leafleting in Liverpool #1838,Liverpool,53.43218,-3.02539,2017-08-01,Critical,Leafleting,100-500,Press report,162,14270,65.4,0.559,1,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Banner drop in Edinburgh #1839,Edinburgh,56.01907,-3.24833,2008-06-28,High,Banner drop,10-50,Local branch,183,7332,48.8,0.572,1,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Banner drop in Liverpool #1840,Liverpool,53.47369,-2.98796,2019-02-01,Critical,Banner drop,100-500,Anonymous tip,4,14476,93.1,0.437,2,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Stickering in Birmingham #1841,Birmingham,52.51723,-1.89828,2021-09-04,High,Stickering,1-10,Social media,136,4720,59.8,0.760,2,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Online abuse in Birmingham #1842,Birmingham,52.51060,-1.98588,2001-11-14,Critical,Online abuse,500-1000,Social media,12,17143,73.8,0.248,5,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Vandalism in Stoke-on-Trent #1843,Stoke-on-Trent,52.91046,-2.19274,2017-06-13,,Vandalism,500-1000,Anonymous tip,106,11899,32.6,0.395,3,,Details unverified — cross-check with the regional organiser before publishing anywhere
Assault in Brighton #1844,Brighton,50.82147,0.00327,2000-12-16,Critical,Assault,10-50,Anonymous tip,168,4438,53.2,0.252,2,No,Second occurrence at this location this year; residents have asked for a coordinated response
Online abuse in Cambridge #1845,Cambridge,52.24592,0.15357,2009-07-03,,Online abuse,100-500,Social media,152,15983,15.3,0.637,2,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Assault in Exeter #1846,Exeter,50.77118,-3.55152,2007-08-03,,Assault,50-100,Local branch,58,7244,51.9,0.436,5,No,Details unverified — cross-check with the regional organiser before publishing anywhere
Assault in Coventry #1847,Coventry,52.32385,-1.47392,2009-04-18,Low,Assault,10-50,Press report,79,18110,88.2,0.808,5,,Second occurrence at this location this year; residents have asked for a coordinated response
Online abuse in Newcastle #1848,Newcastle,55.03584,-1.66791,2002-09-05,,Online abuse,500-1000,Press report,136,10450,5.6,0.318,1,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Assault in York #1849,York,53.99552,-1.08899,2006-01-01,High,Assault,1-10,Partner organisation,177,12301,42.3,0.546,5,,
Vandalism in Belfast #1850,Belfast,54.66733,-5.87897,2009-02-09,Low,Vandalism,1-10,Local branch,153,19768,79.8,0.913,4,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Assault in Hull #1851,Hull,53.81978,-0.24893,2007-04-14,Low,Assault,1-10,Press report,130,13089,72.4,0.659,1,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Online abuse in Birmingham #1852,Birmingham,52.46690,-1.86912,2013-09-14,Critical,Online abuse,500-1000,Social media,33,13520,90.8,0.143,4,No,Details unverified — cross-check with the regional organiser before publishing anywhere
Demonstration in Oxford #1853,Oxford,51.75873,-1.24854,2019-09-13,Critical,Demonstration,10-50,Partner organisation,156,11897,94.8,0.679,1,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Harassment in Norwich #1854,Norwich,52.67405,1.32896,2024-03-19,Critical,Harassment,100-500,Partner organisation,167,9353,17.8,0.726,2,Yes,Linked to a wider pattern of activity across the region according to partner organisations
Assault in Belfast #1855,Belfast,54.62169,-6.00884,2019-11-21,,Assault,1-10,Partner organisation,37,732,2.7,0.965,1,Yes,
Leafleting in Norwich #1856,Norwich,52.62965,1.24744,2017-02-18,High,Leafleting,1-10,Local branch,122,17428,16.2,0.798,2,Yes,Second occurrence at this location this year; residents have asked for a coordinated response
Stickering in Newcastle #1857,Newcastle,54.93733,-1.63073,2026-03-01,High,Stickering,10-50,Press report,92,7119,63.9,0.869,2,,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Demonstration in Exeter #1858,Exeter,50.82432,-3.47593,2019-10-28,Moderate,Demonstration,10-50,Anonymous tip,116,8466,79.5,0.934,4,No,Linked to a wider pattern of activity across the region according to partner organisations
Banner drop in Hull #1859,Hull,53.81855,-0.19345,2025-10-15,Moderate,Banner drop,10-50,Partner organisation,199,16511,90.3,0.021,3,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
Vandalism in Dundee #1860,Dundee,56.56610,-2.93948,2019-12-20,Moderate,Vandalism,500-1000,Social media,50,19225,18.8,0.661,5,No,Details unverified — cross-check with the regional organiser before publishing anywhere
Stickering in Aberdeen #1861,Aberdeen,57.25654,-2.03916,2018-10-12,Moderate,Stickering,500-1000,Local branch,102,9281,10.7,0.317,4,No,
Harassment in Oxford #1862,Oxford,51.75726,-1.29301,2017-09-03,,Harassment,10-50,Partner organisation,42,12106,60.4,0.196,5,Yes,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Demonstration in Plymouth #1863,Plymouth,50.29923,-4.11579,2001-04-11,Low,Demonstration,100-500,Social media,25,6256,62.0,0.931,4,Yes,Second occurrence at this location this year; residents have asked for a coordinated response
Banner drop in Edinburgh #1864,Edinburgh,55.87235,-3.15584,2007-07-02,Moderate,Banner drop,1-10,Local branch,53,7990,21.1,0.658,5,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
Harassment in Hull #1865,Hull,53.77025,-0.30489,2019-04-25,High,Harassment,1-10,Social media,107,8595,2.1,0.821,2,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Leafleting in Nottingham #1866,Nottingham,53.02117,-1.22186,2014-04-20,High,Leafleting,500-1000,Local branch,163,7308,66.8,0.261,5,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Online abuse in Birmingham #1867,Birmingham,52.43768,-1.82408,2006-09-15,High,Online abuse,10-50,Social media,92,12361,3.0,0.389,2,Yes,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Online abuse in Plymouth #1868,Plymouth,50.36172,-4.15571,2000-06-09,Critical,Online abuse,100-500,Partner organisation,128,5940,53.8,0.843,1,No,Linked to a wider pattern of activity across the region according to partner organisations
Assault in Nottingham #1869,Nottingham,53.01354,-1.22589,2002-09-16,Moderate,Assault,500-1000,Local branch,1,7769,52.8,0.239,5,No,Second occurrence at this location this year; residents have asked for a coordinated response
Banner drop in Plymouth #1870,Plymouth,50.39562,-4.02903,2016-12-16,Critical,Banner drop,500-1000,Partner organisation,95,76,89.3,0.619,4,No,
Vandalism in Sheffield #1871,Sheffield,53.35015,-1.40593,2020-02-02,Critical,Vandalism,50-100,Social media,129,7127,6.6,0.784,4,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Online abuse in Birmingham #1872,Birmingham,52.42612,-1.88078,2013-11-03,High,Online abuse,100-500,Partner organisation,151,14755,50.9,0.618,5,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
Assault in Brighton #1873,Brighton,50.75925,-0.16825,2019-05-17,Moderate,Assault,50-100,Anonymous tip,121,4193,66.3,0.705,4,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Online abuse in Oxford #1874,Oxford,51.63746,-1.27363,2025-04-01,Critical,Online abuse,100-500,Press report,30,2060,94.8,0.121,4,Yes,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Stickering in Norwich #1875,Norwich,52.57818,1.31224,2026-07-07,,Stickering,10-50,Partner organisation,88,12433,87.7,0.647,3,,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Leafleting in Glasgow #1876,Glasgow,55.87108,-4.22520,2002-12-11,Low,Leafleting,100-500,Partner organisation,166,15211,86.3,0.494,2,No,
Harassment in Coventry #1877,Coventry,52.40530,-1.64296,2025-02-20,Moderate,Harassment,50-100,Local branch,43,12829,79.0,0.702,1,No,Second occurrence at this location this year; residents have asked for a coordinated response
Harassment in Aberdeen #1878,Aberdeen,57.16955,-2.05039,2014-07-01,Critical,Harassment,50-100,Partner organisation,115,13024,65.7,0.094,4,Yes,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Harassment in Hull #1879,Hull,53.82074,-0.29141,2012-08-03,Moderate,Harassment,50-100,Anonymous tip,123,19949,86.1,0.361,1,No,Linked to a wider pattern of activity across the region according to partner organisations
Demonstration in Swansea #1880,Swansea,51.57150,-3.90374,2012-07-18,,Demonstration,500-1000,Local branch,23,18232,35.2,0.339,2,Yes,Second occurrence at this location this year; residents have asked for a coordinated response
Demonstration in Portsmouth #1881,Portsmouth,50.85923,-1.06975,2005-12-16,Low,Demonstration,50-100,Anonymous tip,67,4226,68.5,0.837,1,Yes,Second occurrence at this location this year; residents have asked for a coordinated response
Harassment in Southampton #1882,Southampton,50.88750,-1.40873,2025-02-22,Low,Harassment,1-10,Anonymous tip,179,16105,98.8,0.483,5,No,
Leafleting in Bristol #1883,Bristol,51.37450,-2.67628,2024-11-15,Critical,Leafleting,10-50,Press report,57,4356,14.1,0.885,5,No,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Demonstration in Coventry #1884,Coventry,52.31562,-1.57219,2009-12-25,Low,Demonstration,100-500,Partner organisation,86,7434,33.4,0.530,3,Yes,Second occurrence at this location this year; residents have asked for a coordinated response
Banner drop in Sheffield #1885,Sheffield,53.34453,-1.46893,2025-07-14,Critical,Banner drop,50-100,Press report,21,6593,42.7,0.921,1,No,
Vandalism in Leeds #1886,Leeds,53.76804,-1.49804,2023-01-16,Moderate,Vandalism,1-10,Press report,177,11283,27.3,0.377,2,No,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Online abuse in Sheffield #1887,Sheffield,53.45065,-1.42636,2000-05-09,Moderate,Online abuse,10-50,Press report,180,15012,50.3,0.554,3,No,
Online abuse in Norwich #1888,Norwich,52.65973,1.32327,2022-07-01,Moderate,Online abuse,1-10,Social media,138,16460,33.9,0.531,1,Yes,Council contacted; awaiting a response about CCTV coverage of the surrounding streets
Demonstration in Aberdeen #1889,Aberdeen,57.10751,-2.08416,2021-08-25,,Demonstration,1-10,Anonymous tip,49,8701,72.2,0.679,2,No,
Demonstration in Cardiff #1890,Cardiff,51.53588,-3.20844,2007-03-08,Moderate,Demonstration,500-1000,Press report,24,801,77.7,0.786,5,Yes,Details unverified — cross-check with the regional organiser before publishing anywhere
Vandalism in Stoke-on-Trent #1891,Stoke-on-Trent,53.02133,-2.16408,2018-10-11,Moderate,Vandalism,10-50,Partner organisation,113,1582,66.7,0.729,5,Yes,Reported by a local member who witnessed the event first-hand and followed up with photos the next day
Demonstration in Portsmouth #1892,Portsmouth,50.87896,-1.05966,2017-10-24,,Demonstration,50-100,Partner organisation,11,5019,3.9,0.105,3,No,
Harassment in Brighton #1893,Brighton,50.76091,-0.06145,2024-12-24,Low,Harassment,1-10,Local branch,187,1949,75.3,0.738,1,No,Second occurrence at this location this year; residents have asked for a coordinated response
